canvas	source	text
09 Pazarlama.dc.html	template	6 mağaza görseli 1290×2796 (App Store 6.7", Google Play için aynı kompozisyon 1080×1920'ye yeniden çerçevelenir). 3 reklam 9:16, 1080×1920. Tüm görseller ürünün gerçek ekranlarını kullanır; metinler brief'ten birebir. Aşağıda %30 / %35 ölçekte gösterilir.
09 Pazarlama.dc.html	template	MAĞAZA · 6 EKRAN · 1290×2796
09 Pazarlama.dc.html	template	store/01 · Today
09 Pazarlama.dc.html	template	DİJİTAL ASİSTAN
09 Pazarlama.dc.html	template	Bugün bilmen gerekenleri, sen sormadan söyler.
09 Pazarlama.dc.html	template	5 EYLÜL CUMARTESİ
09 Pazarlama.dc.html	template	Günaydın, Yunus
09 Pazarlama.dc.html	template	BRİFİNG HAZIR · 07:58
09 Pazarlama.dc.html	template	Bugün bilmen gereken
09 Pazarlama.dc.html	template	şey var.
09 Pazarlama.dc.html	template	3 önemli mail · 4 etkinlik · 2 takip
09 Pazarlama.dc.html	template	Brifingimi Gör
09 Pazarlama.dc.html	template	Dinle · 2 dk
09 Pazarlama.dc.html	template	ÖNCELİKLERİN
09 Pazarlama.dc.html	template	ACİL
09 Pazarlama.dc.html	template	Ahmet senden bugün 17:00'ye kadar revize teklif bekliyor.
09 Pazarlama.dc.html	template	Gmail · Ahmet Yılmaz · 08:42
09 Pazarlama.dc.html	template	store/02 · Mail Intelligence
09 Pazarlama.dc.html	template	MAİL ZEKÂSI
09 Pazarlama.dc.html	template	83 mail.
09 Pazarlama.dc.html	template	Önemli olan
09 Pazarlama.dc.html	template	Gerisini senin için okur.
09 Pazarlama.dc.html	template	mail geldi
09 Pazarlama.dc.html	template	tanesi dikkat gerektiriyor.
09 Pazarlama.dc.html	template	AY
09 Pazarlama.dc.html	template	Ahmet Yılmaz
09 Pazarlama.dc.html	template	Revize fiyat teklifini bugün 17:00'ye kadar PDF olarak istiyor.
09 Pazarlama.dc.html	template	SK
09 Pazarlama.dc.html	template	Selin Kaya
09 Pazarlama.dc.html	template	Dün
09 Pazarlama.dc.html	template	Sözleşme taslağının 4. maddesi için yorumunu bekliyor.
09 Pazarlama.dc.html	template	store/03 · Meeting Prep
09 Pazarlama.dc.html	template	TOPLANTI HAZIRLIĞI
09 Pazarlama.dc.html	template	Toplantıya hazırlıksız girme.
09 Pazarlama.dc.html	template	20 dakika önce: konuşman gereken 3 şey.
09 Pazarlama.dc.html	template	TOPLANTIYA HAZIRLAN
09 Pazarlama.dc.html	template	18 dk
09 Pazarlama.dc.html	template	MY
09 Pazarlama.dc.html	template	Mehmet Yılmaz
09 Pazarlama.dc.html	template	Müşteri toplantısı · 14:30 · 60 dk
09 Pazarlama.dc.html	template	KONUŞMAN GEREKEN 3 ŞEY
09 Pazarlama.dc.html	template	Fiyat
09 Pazarlama.dc.html	template	Revize teklif 17:00'ye kadar bekleniyor.
09 Pazarlama.dc.html	template	Teslim tarihi
09 Pazarlama.dc.html	template	Ekim başı için onay istiyor.
09 Pazarlama.dc.html	template	Sözleşme
09 Pazarlama.dc.html	template	Taslak 2 haftadır açık.
09 Pazarlama.dc.html	template	store/04 · Follow-ups
09 Pazarlama.dc.html	template	SENDEN BEKLENENLER
09 Pazarlama.dc.html	template	Kim senden cevap bekliyor?
09 Pazarlama.dc.html	template	Unutulan mail kalmaz.
09 Pazarlama.dc.html	template	Senden Beklenenler
09 Pazarlama.dc.html	template	4 kişi cevabını bekliyor.
09 Pazarlama.dc.html	template	2 saat
09 Pazarlama.dc.html	template	Re: Eylül teklifi – revize
09 Pazarlama.dc.html	template	Revize fiyat teklifi, PDF olarak.
09 Pazarlama.dc.html	template	Bugün 17:00
09 Pazarlama.dc.html	template	Yanıtla
09 Pazarlama.dc.html	template	BUGÜN
09 Pazarlama.dc.html	template	18 saat
09 Pazarlama.dc.html	template	Sözleşme taslağı · 4. madde
09 Pazarlama.dc.html	template	Cezai şart maddesi için yorumun.
09 Pazarlama.dc.html	template	store/05 · Planning
09 Pazarlama.dc.html	template	TAKVİM ZEKÂSI
09 Pazarlama.dc.html	template	Takvimini sadece göstermez. Anlar.
09 Pazarlama.dc.html	template	Plan
09 Pazarlama.dc.html	template	Yarın 14:00–16:30 arasında 2,5 saat boşluğun var.
09 Pazarlama.dc.html	template	Teklif hazırlama görevini buraya yerleştirebilirim.
09 Pazarlama.dc.html	template	Planla
09 Pazarlama.dc.html	template	Yarın oldukça yoğun.
09 Pazarlama.dc.html	template	09:00 ve 10:00 toplantıların arka arkaya.
09 Pazarlama.dc.html	template	13:30 doktor için 12:50'de çıkman gerekebilir.
09 Pazarlama.dc.html	template	38 dk trafik tahmini
09 Pazarlama.dc.html	template	store/06 · Assistant
09 Pazarlama.dc.html	template	ASİSTAN
09 Pazarlama.dc.html	template	Dijital hayatına sor.
09 Pazarlama.dc.html	template	Mailin, takvimin ve notların tek hafızada.
09 Pazarlama.dc.html	template	Asistan
09 Pazarlama.dc.html	template	Mehmet ile en son ne konuştuk?
09 Pazarlama.dc.html	template	1 Eylül'de fiyat ve teslim tarihini konuştunuz. Mehmet Ekim başı teslim için revize teklif istedi; sen Cuma göndereceğini söyledin.
09 Pazarlama.dc.html	template	KAYNAKLAR
09 Pazarlama.dc.html	template	Re: Teklif · Gmail
09 Pazarlama.dc.html	template	1 Eyl
09 Pazarlama.dc.html	template	Görüşme notları
09 Pazarlama.dc.html	template	REKLAM · 3 KONSEPT · 9:16 · 1080×1920
09 Pazarlama.dc.html	template	ad/01 · Gürültü → 4 şey
09 Pazarlama.dc.html	template	284 okunmamış mail
09 Pazarlama.dc.html	template	6 takvim etkinliği
09 Pazarlama.dc.html	template	14 görev
09 Pazarlama.dc.html	template	BRİFİNG HAZIR
09 Pazarlama.dc.html	template	Bugün gerçekten bilmen gereken
09 Pazarlama.dc.html	template	Dijital Asistan
09 Pazarlama.dc.html	template	Gürültüyü değil, önemli olanı gör.
09 Pazarlama.dc.html	template	ad/02 · Akıllı takip
09 Pazarlama.dc.html	template	Bir maili cevaplamayı unuttuğun oldu mu?
09 Pazarlama.dc.html	template	Teklif · 3 gün önce gönderildi
09 Pazarlama.dc.html	template	3 gün
09 Pazarlama.dc.html	template	Henüz yanıt gelmedi.
09 Pazarlama.dc.html	template	Takip Mesajı Hazırla
09 Pazarlama.dc.html	template	Yarın Hatırlat
09 Pazarlama.dc.html	template	Gönderdiğin ve cevap gelmeyen her maili takip eder. Sen unutsan da o unutmaz.
09 Pazarlama.dc.html	template	Akıllı Takip · 7 gün ücretsiz
09 Pazarlama.dc.html	template	ad/03 · Sabah brifingi
09 Pazarlama.dc.html	template	“Ben artık sabah Gmail açmıyorum.”
09 Pazarlama.dc.html	template	Yunus E. · Kurucu, İstanbul
09 Pazarlama.dc.html	template	SABAH BRİFİNGİ · 08:00
09 Pazarlama.dc.html	template	Günaydın Yunus
09 Pazarlama.dc.html	template	Öğlene kadar toplantın bulunmuyor. Saat 14:30'da Mehmet ile müşteri toplantın var. Gelen 46 mail arasında 3 konu dikkat gerektiriyor.
09 Pazarlama.dc.html	template	Brifingi Dinle · 2 dk
09 Pazarlama.dc.html	template	Reklam kuralları: ürün ekranı her zaman gerçek bileşen; kişisel isimler kurgusal. Sesli/videolu sürümde AD 1 sayılar yukarıdan akarak 4'e “çöker”, AD 3 alıntı daktilo efektiyle yazılır. Alt logo bloğu üçünde sabit.
Dijital Asistan.dc.html	template	DİJİTAL ASİSTAN · ÜRÜN TASARIMI V1
Dijital Asistan.dc.html	template	Bugün bilmen gerekenleri, sen sormadan söyler.
Dijital Asistan.dc.html	template	iOS + Android için proaktif kişisel komuta merkezi. Sağdaki telefon çalışan bir prototip: sekmeler, kartlar, brifing, ses, toplantı hazırlığı, yanıt taslağı ve onay akışı gerçek durumlarla çalışır. Tüm ekran kataloğu aşağıdaki 9 sayfada.
Dijital Asistan.dc.html	template	VARSAYIMLAR VE KARARLAR
Dijital Asistan.dc.html	template	Ana ekran
Dijital Asistan.dc.html	template	Bugün
Dijital Asistan.dc.html	template	: “Şimdi neyi bilmeliyim?” sorusunun cevabı. Sohbet ikinci katman (Asistan sekmesi).
Dijital Asistan.dc.html	template	Örnek kullanıcı Yunus; iş ve kişisel hayat tek akışta. Kargo, uçuş, ödeme, abonelik ve güvenlik sinyalleri mail içeriğinden türetilir; ek entegrasyon gerekmez.
Dijital Asistan.dc.html	template	AI hiçbir yazma işlemini onaysız yapmaz. Mail gönderme, etkinlik oluşturma/taşıma, hatırlatıcı ve görev ekleme
Dijital Asistan.dc.html	template	Onay Merkezi
Dijital Asistan.dc.html	template	'nden geçer.
Dijital Asistan.dc.html	template	Her AI çıkarımının altında kaynak satırı vardır (Gmail · kişi · saat). Orijinal içerik her zaman bir dokunuş uzakta.
Dijital Asistan.dc.html	template	Renk yalnızca anlam taşır: coral = acil, amber = son tarih, yeşil = tamamlandı, mavi = bilgi. Marka indigosu sadece AI işaretleri ve birincil aksiyon için.
Dijital Asistan.dc.html	template	Kullanıcı düzeltebilir: her kartın “···” menüsünde
Dijital Asistan.dc.html	template	Önemli değil · Daha sık göster · VIP yap · Takip etme
Dijital Asistan.dc.html	template	. Her düzeltme “Öğrendim” geri bildirimi verir.
Dijital Asistan.dc.html	template	Tipografi: Geist (SF Pro karakterinde; iOS'ta gövde SF Pro'ya düşer) + Lora yalnızca brifing anlatısı ve haftalık özet için. Gövde min. 15px, dokunma alanı min. 44px.
Dijital Asistan.dc.html	template	Light mode ana mod. Dark mode temsilî ekranlar 03 ve 05 sayfalarında.
Dijital Asistan.dc.html	template	BİLGİ MİMARİSİ
Dijital Asistan.dc.html	template	Brifing hero · Öncelikler · Sabah / öğle / akşam brifingi · Sesli brifing · Toplantı hazırlığı · Mail detayı · AI yanıt
Dijital Asistan.dc.html	template	Akış
Dijital Asistan.dc.html	template	Tüm kaynaklar tek dikkat akışı · Filtreler · Mail zekâsı · Takip · Senden beklenenler · Taahhütler · Yaşam kartları · Evrensel yakalama
Dijital Asistan.dc.html	template	Plan
Dijital Asistan.dc.html	template	Gün / hafta · Takvim zekâsı · Çakışma çözümü · AI görev blokları · Toplantı sonrası yakalama
Dijital Asistan.dc.html	template	Asistan
Dijital Asistan.dc.html	template	Önerilen sorular · Zengin kartlı sohbet · Ses modu · Hafıza araması · Kişi zekâsı
Dijital Asistan.dc.html	template	Sağ üst avatar → Profil: Onay Merkezi, Ayarlar, Bağlantılar, Gizlilik, Abonelik. Sekme sayısı 4'te sabit; yeni yetenekler yeni sekme değil, ilgili sekmenin içinde bir kart olarak açılır.
Dijital Asistan.dc.html	template	PROTOTİPTE DENE
Dijital Asistan.dc.html	template	Brifingimi Gör
Dijital Asistan.dc.html	template	→ tam ekran brifing →
Dijital Asistan.dc.html	template	Brifingi Dinle
Dijital Asistan.dc.html	template	→ sesli oynatıcı (oynat, 15 sn, hız).
Dijital Asistan.dc.html	template	Ahmet kartında
Dijital Asistan.dc.html	template	Yanıtla
Dijital Asistan.dc.html	template	→ ton seçimi taslağı değiştirir →
Dijital Asistan.dc.html	template	Göndermeyi Onayla
Dijital Asistan.dc.html	template	→ başarı → kart Bugün'den düşer.
Dijital Asistan.dc.html	template	Mehmet kartında
Dijital Asistan.dc.html	template	Hazırlan
Dijital Asistan.dc.html	template	→ Toplantı hazırlığı; isme dokun → Kişi zekâsı.
Dijital Asistan.dc.html	template	Hatırlat
Dijital Asistan.dc.html	template	→ akıllı hatırlatıcı sayfası. Kartın onayı → tamamlandı animasyonu. “···” → düzeltme menüsü.
Dijital Asistan.dc.html	template	Başlıkta
Dijital Asistan.dc.html	template	rozeti → Onay Merkezi (onayla / düzenle / reddet). “Takvime Ekle” yeni bir onay üretir.
Dijital Asistan.dc.html	template	Akış filtreleri, Plan'da Gün/Hafta ve
Dijital Asistan.dc.html	template	Planla
Dijital Asistan.dc.html	template	, Asistan'da önerilen sorular ve mikrofon → ses modu.
Dijital Asistan.dc.html	template	EKRAN KATALOĞU · 9 SAYFA
Dijital Asistan.dc.html	template	01 Tasarım Sistemi
Dijital Asistan.dc.html	template	· renk, tipografi, spacing, bileşenler ve tüm durumlar
Dijital Asistan.dc.html	template	02 Onboarding
Dijital Asistan.dc.html	template	· giriş, hesap, bağlantılar, izin açıklayıcı, kişiselleştirme, ilk analiz, bildirimler, Android
Dijital Asistan.dc.html	template	03 Bugün ve Brifingler
Dijital Asistan.dc.html	template	· Bugün (light/dark), sabah, sesli, öğle, akşam, haftalık özet, paylaşım kartı
Dijital Asistan.dc.html	template	04 Akış ve Mail
Dijital Asistan.dc.html	template	· akış, mail zekâsı, mail detayı, AI yanıt, takip, senden beklenenler, taahhütler, yaşam kartları, yakalama, hatırlatıcı
Dijital Asistan.dc.html	template	05 Plan ve Toplantılar
Dijital Asistan.dc.html	template	· gün/hafta, takvim zekâsı, çakışma, toplantı hazırlığı (light/dark), toplantı sonrası
Dijital Asistan.dc.html	template	06 Asistan, Hafıza, Kişiler
Dijital Asistan.dc.html	template	· asistan, sohbet, ses modu, hafıza araması, VIP kişiler, kişi zekâsı, onay merkezi, AI kişiselleştirme
Dijital Asistan.dc.html	template	07 Hesap, Gizlilik, Pro
Dijital Asistan.dc.html	template	· profil, ayarlar, brifing ayarları, gizlilik merkezi, paywall, davet
Dijital Asistan.dc.html	template	08 Durumlar, Widget'lar, Etkileşimler
Dijital Asistan.dc.html	template	· boş / hata / yükleme, iOS + Android widget'ları, kilit ekranı, mikro-etkileşim notları
Dijital Asistan.dc.html	template	09 Pazarlama
Dijital Asistan.dc.html	template	· 6 mağaza ekranı, 3 adet 9:16 reklam
Dijital Asistan.dc.html	template	5 EYLÜL CUMARTESİ
Dijital Asistan.dc.html	template	BRİFİNG HAZIR · 07:58
Dijital Asistan.dc.html	template	Bugün bilmen gereken
Dijital Asistan.dc.html	template	şey var.
Dijital Asistan.dc.html	template	3 önemli mail · 4 etkinlik · 2 takip
Dijital Asistan.dc.html	template	Dinle · 2 dk
Dijital Asistan.dc.html	template	ÖNCELİKLERİN
Dijital Asistan.dc.html	template	Her şey kontrol altında.
Dijital Asistan.dc.html	template	Yeni bir şey olursa haber veririm. Öğle brifingi 13:00'te.
Dijital Asistan.dc.html	template	Ekle
Dijital Asistan.dc.html	template	Gün
Dijital Asistan.dc.html	template	Hafta
Dijital Asistan.dc.html	template	TAKVİM ZEKÂSI
Dijital Asistan.dc.html	template	Yarın 14:00–16:30 arasında 2,5 saat boşluğun var.
Dijital Asistan.dc.html	template	Teklif hazırlama görevini buraya yerleştirebilirim.
Dijital Asistan.dc.html	template	Başka zaman
Dijital Asistan.dc.html	template	7–13 EYLÜL · YOĞUNLUK
Dijital Asistan.dc.html	template	Yarın oldukça yoğun.
Dijital Asistan.dc.html	template	09:00 ve 10:00 toplantıların arka arkaya. Arada mola yok.
Dijital Asistan.dc.html	template	13:30 doktor randevusu için 12:50'de çıkman gerekebilir.
Dijital Asistan.dc.html	template	Kadıköy → Nişantaşı · 38 dk trafik tahmini
Dijital Asistan.dc.html	template	Çarşamba 14:00 müşteri toplantısı ile 14:30 doktor çakışıyor.
Dijital Asistan.dc.html	template	Seçenekleri Gör
Dijital Asistan.dc.html	template	Hafıza
Dijital Asistan.dc.html	template	46 mail
Dijital Asistan.dc.html	template	4 etkinlik
Dijital Asistan.dc.html	template	2 takip
Dijital Asistan.dc.html	template	analiz edildi. Ne öğrenmek istersin?
Dijital Asistan.dc.html	template	ÖNERİLEN
Dijital Asistan.dc.html	template	SABAH BRİFİNGİ · 5 EYLÜL
Dijital Asistan.dc.html	template	Bugün oldukça sakin bir günün var.
Dijital Asistan.dc.html	template	Öğlene kadar toplantın bulunmuyor. Saat 14:30'da Mehmet ile müşteri toplantın var. Toplantı öncesinde dün gelen fiyat teklifine bakman faydalı olabilir. Gelen 46 mail arasında 3 konu dikkat gerektiriyor.
Dijital Asistan.dc.html	template	Brifingi Dinle · 2 dk
Dijital Asistan.dc.html	template	SESLİ BRİFİNG
Dijital Asistan.dc.html	template	Sabah Brifingi
Dijital Asistan.dc.html	template	TOPLANTIYA HAZIRLAN
Dijital Asistan.dc.html	template	18 dk
Dijital Asistan.dc.html	template	MY
Dijital Asistan.dc.html	template	Mehmet Yılmaz
Dijital Asistan.dc.html	template	Müşteri toplantısı · 14:30 · 60 dk
Dijital Asistan.dc.html	template	KONUŞMAN GEREKEN 3 ŞEY
Dijital Asistan.dc.html	template	Fiyat
Dijital Asistan.dc.html	template	Revize teklif 17:00'ye kadar bekleniyor; %8 indirim sınırını netleştir.
Dijital Asistan.dc.html	template	Teslim tarihi
Dijital Asistan.dc.html	template	Ekim başı için onay istiyor; üretim takvimi 6 Ekim'i gösteriyor.
Dijital Asistan.dc.html	template	Sözleşme
Dijital Asistan.dc.html	template	Taslak 2 haftadır açık; hukuk yorumu bekliyor.
Dijital Asistan.dc.html	template	2 Dakikalık Özeti Oku
Dijital Asistan.dc.html	template	Not Al
Dijital Asistan.dc.html	template	TOPLANTI SONRASI · MEHMET YILMAZ
Dijital Asistan.dc.html	template	Toplantın bitti.
Dijital Asistan.dc.html	template	Takip etmen gereken bir şey var mı?
Dijital Asistan.dc.html	template	“Mehmet'e yarın teklif göndereceğim.”
Dijital Asistan.dc.html	template	Sesle eklendi · 15:31
Dijital Asistan.dc.html	template	YENİ TAAHHÜT
Dijital Asistan.dc.html	template	Mehmet'e teklif gönder
Dijital Asistan.dc.html	template	Yarın
Dijital Asistan.dc.html	template	Kaydet
Dijital Asistan.dc.html	template	Vazgeç
Dijital Asistan.dc.html	template	ACİL
Dijital Asistan.dc.html	template	AY
Dijital Asistan.dc.html	template	Ahmet Yılmaz
Dijital Asistan.dc.html	template	Bugün 08:42 · Gmail
Dijital Asistan.dc.html	template	Re: Eylül teklifi – revize
Dijital Asistan.dc.html	template	AI ÖZETİ
Dijital Asistan.dc.html	template	Ahmet revize fiyat teklifinin bugün 17:00'ye kadar gönderilmesini istiyor.
Dijital Asistan.dc.html	template	ÖNEMLİ NOKTALAR
Dijital Asistan.dc.html	template	Revize fiyat
Dijital Asistan.dc.html	template	Deadline 17:00
Dijital Asistan.dc.html	template	PDF gönderilecek
Dijital Asistan.dc.html	template	Yanıt Hazırla
Dijital Asistan.dc.html	template	Görev Oluştur
Dijital Asistan.dc.html	template	Takvime Ekle
Dijital Asistan.dc.html	template	Orijinal Mail
Dijital Asistan.dc.html	template	Merhaba Yunus, Geçen hafta konuştuğumuz teklifi revize edebilir misin? Yönetim bugün saat 17:00'ye kadar güncellenmiş fiyatı PDF olarak görmek istiyor. Teslim tarihini de netleştirsek iyi olur. Teşekkürler, Ahmet
Dijital Asistan.dc.html	template	Kaynak: Gmail · ahmet.yilmaz@… · Gelen Kutusu
Dijital Asistan.dc.html	template	Kime
Dijital Asistan.dc.html	template	Düzenlenebilir
Dijital Asistan.dc.html	template	Sen onaylamadan hiçbir mail gönderilmez.
Dijital Asistan.dc.html	template	Düzenle
Dijital Asistan.dc.html	template	Gönderildi
Dijital Asistan.dc.html	template	Bugün'e Dön
Dijital Asistan.dc.html	template	Onay Bekleyenler
Dijital Asistan.dc.html	template	Neden
Dijital Asistan.dc.html	template	Değişim
Dijital Asistan.dc.html	template	Onayla
Dijital Asistan.dc.html	template	Reddet
Dijital Asistan.dc.html	template	Önemli işlemler sen onaylamadan gerçekleştirilmez.
Dijital Asistan.dc.html	template	PRO
Dijital Asistan.dc.html	template	Deneme · 5 gün kaldı
Dijital Asistan.dc.html	template	Çıkış Yap
Dijital Asistan.dc.html	template	VIP
Dijital Asistan.dc.html	template	Müşteri · Yılmaz Endüstri · Son iletişim dün 18:20
Dijital Asistan.dc.html	template	Yaklaşan toplantı
Dijital Asistan.dc.html	template	Bugün 14:30
Dijital Asistan.dc.html	template	Açık konular
Dijital Asistan.dc.html	template	2 konu
Dijital Asistan.dc.html	template	DİJİTAL ASİSTAN PRO
Dijital Asistan.dc.html	template	Tüm dijital hayatın, tek brifingde.
Dijital Asistan.dc.html	template	Yıllık
Dijital Asistan.dc.html	template	EN AVANTAJLI
Dijital Asistan.dc.html	template	1.490 TL / yıl · ayda 124 TL
Dijital Asistan.dc.html	template	Aylık
Dijital Asistan.dc.html	template	199 TL / ay
Dijital Asistan.dc.html	template	Ücretsiz Dene · 7 gün
Dijital Asistan.dc.html	template	Free ile devam et
Dijital Asistan.dc.html	template	Deneme bitmeden 24 saat önce hatırlatırız. İstediğin zaman iptal.
Dijital Asistan.dc.html	template	SES MODU
Dijital Asistan.dc.html	template	Çalışan prototip · iOS 26 çerçevesi · 402×874. Ekran:
